,0,0,0,0
0,-60.0,0.0023759318058,-0.00482377521215,-0.00522114186734
1,-59.0,0.00954636133804,0.00152048283977,0.00318790634708
2,-58.0,0.00636859128257,0.00650954949953,0.00534625680281
3,-57.0,-0.00317258297479,0.00383965737333,-0.00175338737844
4,-56.0,-0.00505325958932,-0.000884013070241,-0.0042003952344
5,-55.0,0.000762241423138,-0.00112834766274,0.00333137710944
6,-54.0,0.00260879433895,0.00074071256049,0.00838201310763
7,-53.0,-0.000809656022892,0.00155171241469,0.00365248855589
8,-52.0,-0.00128670848134,0.00329244999182,-0.00266623747304
9,-51.0,0.00139697753333,0.0067497417894,-0.00395586537984
10,-50.0,0.00179470607754,0.00826931497972,-0.0042610270433
11,-49.0,0.00133069198089,0.00456890708186,-0.0068001190529
12,-48.0,0.00323349986439,-0.00255942879612,-0.00630828109223
13,-47.0,0.00448750850542,-0.00635860703039,0.00172305615618
14,-46.0,0.00267729364475,-0.00251390380642,0.0108876578237
15,-45.0,0.000825930299199,0.00351095592013,0.0113741886889
16,-44.0,0.00155901834424,0.00346703911714,0.0045576315823
17,-43.0,0.00383430190783,-0.00106401688538,-0.000957685702945
18,-42.0,0.00437655134003,-0.00272663082264,-0.00407771568014
19,-41.0,-0.000179214572213,-0.00131121351842,-0.00841107224051
20,-40.0,-0.00809295661599,-0.00171363286924,-0.0103067128314
21,-39.0,-0.0113734664762,-0.00358687448605,-0.00422081992318
22,-38.0,-0.00555255609949,-0.00331869850636,0.00523008287505
23,-37.0,0.00359127565051,-0.00179100255747,0.00847167978132
24,-36.0,0.00728116585223,-0.00161863098574,0.00387855473926
25,-35.0,0.00308058778393,-0.0010609915311,-0.00263070249193
26,-34.0,-0.00383306766266,0.00232553031333,-0.00635276486258
27,-33.0,-0.00478986974368,0.00577754202569,-0.00541623532113
28,-32.0,0.00387695570844,0.00465045112233,0.000852113732983
29,-31.0,0.0134246188507,-0.000788138581558,0.007906480984
30,-30.0,0.0107891192082,-0.00559731463848,0.00723056436515
31,-29.0,-0.00277299204608,-0.00564720907999,-0.00152089549577
32,-28.0,-0.0115812083218,-0.000717712738138,-0.00833264900312
33,-27.0,-0.00844842327613,0.00585493128438,-0.00781362731407
34,-26.0,-0.00443002992088,0.00917701700592,-0.00636324036289
35,-25.0,-0.00921926381926,0.00726508203404,-0.0102901576091
36,-24.0,-0.0158282697743,0.00330363201297,-0.0156318160582
37,-23.0,-0.0132914469109,0.000203713570193,-0.0139572711783
38,-22.0,-0.0033680701835,-0.00330784268765,-0.00340738647303
39,-21.0,0.00403002973406,-0.00696666742845,0.00841058540407
40,-20.0,0.00481975206012,-0.00613991314923,0.0111876201922
41,-19.0,0.00292744368412,-0.000557683998258,0.00290435412026
42,-18.0,0.00306045479049,0.00190947935852,-0.00553523010842
43,-17.0,0.00643160291953,-0.00254683465135,-0.00186002242306
44,-16.0,0.0102411207604,-0.00625867509594,0.010441371881
45,-15.0,0.0101191112155,-0.0029154704633,0.0157782855755
46,-14.0,0.0064577867781,0.00242948383864,0.00860766413499
47,-13.0,0.00435645082353,0.00406510448639,-0.000741870053709
48,-12.0,0.00469318871981,0.00454437339652,-0.00303070697709
49,-11.0,0.00344844236891,0.00650280205592,0.000262084751292
50,-10.0,-0.00056247811033,0.00738308204414,0.00247709296354
51,-9.0,-0.00580758851228,0.00615512073919,-0.002050208791
52,-8.0,-0.010565349524,0.00541708491066,-0.0112866115734
53,-7.0,-0.0107983399366,0.00564582012835,-0.0138329771002
54,-6.0,-0.00486318030533,0.00432214487466,-0.00491993611941
55,-5.0,0.000349510485567,0.000804370605076,0.00286266236401
56,-4.0,-0.00203658730494,-0.00247176924227,-0.00165202180476
57,-3.0,-0.00834755804599,-0.00400608690843,-0.0107715964346
58,-2.0,-0.0101830888368,-0.00447252827755,-0.0116766980498
59,-1.0,-0.00572373379262,-0.00344016330665,-0.00408489773759
60,0.0,0.000744744520147,9.85284215554e-05,0.00506499983533
61,1.0,0.00638855708259,0.00375281427297,0.0118545382054
62,2.0,0.0107977390711,0.00348201911018,0.0139397141354
63,3.0,0.012088498026,-0.000823212810825,0.00997347961793
64,4.0,0.00898314356575,-0.00513896565921,0.00411471099467
65,5.0,0.00480001657024,-0.00665879794671,0.00189169845891
66,6.0,0.00233108206073,-0.00630944738893,0.0019577303092
67,7.0,-0.00119114053038,-0.00476324891771,3.12054354501e-05
68,8.0,-0.00629157884803,-0.000519519795536,-0.0030557035262
69,9.0,-0.00617569917344,0.00527001689574,-0.00380747710159
70,10.0,0.00123597263572,0.00813924655143,-0.00172038940719
71,11.0,0.0061001663301,0.00679606264172,0.000812342115065
72,12.0,0.000898346175744,0.00394499795139,0.000816897453705
73,13.0,-0.00759616321775,0.00125716833127,-0.00323590409553
74,14.0,-0.00832791111544,-0.000438451821554,-0.0086980572274
75,15.0,-0.00142992612524,0.000370412246339,-0.00916852538775
76,16.0,0.00314766953883,0.00203604554328,-0.00223199869403
77,17.0,0.00103591119664,4.88771820131e-05,0.00564162750116
78,18.0,-0.00123410185549,-0.00488323671914,0.00713555909069
79,19.0,0.000169166986493,-0.0060613400814,0.00227640472016
80,20.0,-9.38111001478e-05,-0.00148168432562,-0.0037289457318
81,21.0,-0.00371114525303,0.00247354946217,-0.0054356489786
82,22.0,-0.00434412207278,0.00165328770173,-0.00176957287382
83,23.0,-3.40870253767e-05,0.000370903342648,0.00263327646289
84,24.0,0.00386299154622,0.00246464170019,0.00368944018234
85,25.0,0.00388079366001,0.00393628291433,0.00132414720087
86,26.0,0.00083057043717,0.000596531204595,-0.00311021603958
87,27.0,-0.00313066010998,-0.00368198114733,-0.00548393811936
88,28.0,-0.00515752519211,-0.00320075692754,-0.000931422353651
89,29.0,-0.00404833345546,0.000791950222512,0.00570454694011
90,30.0,-0.00197399353035,0.0032823824985,0.00345516582045
91,31.0,-0.000916843898118,0.00257171442261,-0.00517304669776
92,32.0,-0.000428641324609,0.000966318349772,-0.00576931621419
93,33.0,0.000236556930156,0.00114379747146,0.00192501127598
94,34.0,0.00138776456397,0.00258004459068,0.00216539723345
95,35.0,0.00315293849985,0.00247590937411,-0.00738905908475
96,36.0,0.00446071587599,0.000596309748263,-0.0100370630023
97,37.0,0.0043689624423,-0.000897524078088,0.000737469225828
98,38.0,0.00400418421745,-0.00194216732912,0.011523760201
99,39.0,0.00447474980115,-0.00321876025435,0.0123688900502
100,40.0,0.00499125864166,-0.00288029812482,0.00731698927633
101,41.0,0.00415290880026,-0.000401105472211,0.000902655084219
102,42.0,0.000802768102972,0.00094400881105,-0.00644606150501
103,43.0,-0.00472045737767,-0.000208111895277,-0.0116403692033
104,44.0,-0.00849844691583,-0.00110882081331,-0.0107339996157
105,45.0,-0.00634145460104,-0.000185319002446,-0.00332741924863
106,46.0,-0.000683900154429,0.00133819277303,0.0067982467594
107,47.0,0.00124175570203,0.0024101707541,0.00978915100559
108,48.0,-0.00225083754514,0.00268113857775,-0.00117994794128
109,49.0,-0.00516472854288,0.00178268728618,-0.0145626534079
110,50.0,-0.00377094549821,-0.000315549815266,-0.0131194240016
111,51.0,-0.00112770231442,-0.00279523148122,-0.000791582702766
112,52.0,0.000123051305052,-0.00328961852743,0.00537366254212
113,53.0,0.00129632941808,0.000136373636608,0.00248429097293
114,54.0,0.00255494712986,0.00441734006191,0.000148652902855
115,55.0,0.00176687741685,0.0040203626084,0.00176034675103
116,56.0,-0.000545565152538,-0.000346444970985,0.00255985489695
117,57.0,-0.00084201207652,-0.00291411175875,-0.000372791238777
118,58.0,0.00200762508514,-0.00208417692053,-0.00379519125334
119,59.0,0.00455595386598,-0.000190129671058,-0.00371938944572
120,60.0,0.00300978602123,0.00188828948697,-0.00205425055567
