,0,0,0
0,0.0,0.0,0.0
1,3.15797335014e-06,-5.02933043074e-06,1.92225946957e-05
2,6.05255778441e-06,-1.17874837611e-05,4.23196940339e-05
3,6.30588871345e-06,-2.00446953508e-05,6.19796057117e-05
4,3.68997320732e-06,-2.94116213495e-05,7.72955246277e-05
5,-8.88384373429e-07,-3.97300638321e-05,9.03539242062e-05
6,-6.49319337507e-06,-5.05832922294e-05,0.0001019860636
7,-1.25987477283e-05,-6.12949931976e-05,0.000112725716768
8,-1.90955912316e-05,-7.17079989257e-05,0.000123464812589
9,-2.58472166179e-05,-8.19507728492e-05,0.000134045409757
10,-3.24265256562e-05,-9.21986452637e-05,0.000143958730231
11,-3.84541260375e-05,-0.000102823836761,0.000153867680703
12,-4.40735158849e-05,-0.00011358068589,0.00016478371133
13,-4.9644199811e-05,-0.000123800149623,0.000176262620275
14,-5.52041277729e-05,-0.000133587937171,0.000187203785933
15,-6.07038364173e-05,-0.000143489112666,0.000197550120871
16,-6.64253400452e-05,-0.000153484325886,0.00020795991782
17,-7.26333464248e-05,-0.000163171201642,0.000218713927067
18,-7.92672911856e-05,-0.000172477057843,0.000229532378238
19,-8.58369484096e-05,-0.000181609670006,0.000240427107659
20,-9.1935764867e-05,-0.000190596941042,0.000251493474173
21,-9.7674325426e-05,-0.000199487645642,0.000262569727489
22,-0.000103290537656,-0.000208622761073,0.000273735938852
23,-0.000108968516741,-0.000218462280135,0.000284830829059
24,-0.000114849932181,-0.000229212239372,0.000295361212529
25,-0.000120838033501,-0.000240468367671,0.000305418856488
26,-0.000126995195895,-0.000251226284861,0.000315450090515
27,-0.000133548161548,-0.00026051185001,0.00032532301204
28,-0.000140305800655,-0.000268328678735,0.000334468229063
29,-0.000146944332029,-0.000275660924707,0.000342605072491
30,-0.000153479113526,-0.000283429504408,0.000350132148436
31,-0.000159974317569,-0.000292046649833,0.000357713238801
32,-0.000166240735421,-0.000301235848125,0.000365741137842
33,-0.000172082935799,-0.000310327811064,0.000374274055847
34,-0.000177525605912,-0.000319429726232,0.000382762735301
35,-0.000182891925436,-0.000329161076054,0.000390477392572
36,-0.000188547617318,-0.000339338432803,0.000397619013537
37,-0.000194435350012,-0.00034899884689,0.000405017193343
38,-0.000200348680335,-0.000357446676699,0.000412968925152
39,-0.000206262391109,-0.000365110279727,0.00042092153273
40,-0.000211950269505,-0.000372755609841,0.000428078255195
41,-0.000217067654149,-0.000380542522996,0.000434397774893
42,-0.000221859299666,-0.000388443177053,0.000440616745005
43,-0.000227124762244,-0.000396432484652,0.000447290979516
44,-0.000233698079703,-0.000404353511304,0.000454236051016
45,-0.000241592441679,-0.000412020909593,0.000460746061125
46,-0.000250159382409,-0.000419355136412,0.000466244587372
47,-0.000258787342342,-0.000426633756853,0.000470698278624
48,-0.000266785762894,-0.000434151691929,0.000474474572494
49,-0.000273712085489,-0.000441845075442,0.00047778392008
50,-0.00027964456081,-0.000449519638513,0.000480556425474
51,-0.000285113174444,-0.000456901996304,0.000483110607669
52,-0.000290800960361,-0.000463706578978,0.000486213277873
53,-0.000296791775851,-0.000470216868944,0.000490079851262
54,-0.000302583762143,-0.000476982476185,0.000494167140889
55,-0.000307871867458,-0.000483675864833,0.00049823992168
56,-0.000312728296387,-0.000489900922237,0.000502297684538
57,-0.000317299212719,-0.000496088219582,0.00050612285242
58,-0.000321948099945,-0.000502270306975,0.000509782780908
59,-0.000327076492072,-0.00050755813833,0.000513250292042
60,-0.000332442291574,-0.000511292717149,0.000516264846597
61,-0.000337488562491,-0.000514163759832,0.000519166997679
62,-0.00034244035401,-0.000517527785155,0.00052232785504
63,-0.000347619055504,-0.000521704580998,0.000525539919855
64,-0.000352434339617,-0.000526069402509,0.000529231340013
65,-0.000356686960948,-0.000530330289498,0.000534253446879
66,-0.000361126880642,-0.000534606185875,0.0005402369284
67,-0.000365985573636,-0.000538904582257,0.000546359689957
68,-0.000370870172926,-0.000543084846679,0.00055237927651
69,-0.000375402929621,-0.000546903824442,0.000557955526684
70,-0.000379380740508,-0.000550438877435,0.000562800102716
71,-0.000383212980403,-0.000554064283306,0.000567576501516
72,-0.000387893281908,-0.000558072869441,0.000573320895165
73,-0.00039342079535,-0.000562305710088,0.0005791701019
74,-0.000397381454046,-0.000565176816359,0.000581619448102
75,-0.000399242125007,-0.000565383783316,0.000581755250125
76,-0.000406545441477,-0.000567320003109,0.000591142836559
77,-0.000422723574838,-0.000576170716054,0.000609704668762
78,-0.000420620098067,-0.000578434675879,0.000596578360887
79,-0.00036633122491,-0.000547101409015,0.000525064234596
80,-0.00030679866581,-0.000500180506675,0.000490905681537
81,-0.000347741176316,-0.000511423146785,0.00060592201994
82,-0.000477381288921,-0.000581423978976,0.000730206174773
83,-0.000582527458341,-0.000602030130424,0.000636170418844
84,-0.000747358838473,-0.000625988109627,0.000534904904535
